what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.103.0.v20120521-2329,"org.eclipse.ui.edit.delete",1351553222591
executed,command,org.eclipse.ui,3.103.0.v20120521-2329,"org.eclipse.ui.edit.delete",1351553223557
executed,command,org.eclipse.ui,3.103.0.v20120521-2329,"org.eclipse.ui.edit.delete",1351553223881
executed,command,org.eclipse.ui,3.103.0.v20120521-2329,"org.eclipse.ui.edit.delete",1351553224346
executed,command,org.eclipse.ui,3.103.0.v20120521-2329,"org.eclipse.ui.edit.delete",1351553275027
executed,command,org.eclipse.ui,3.103.0.v20120521-2329,"org.eclipse.ui.edit.delete",1351553275315
executed,command,org.eclipse.jdt.ui,3.8.0.v20120524-1551,"org.eclipse.jdt.ui.edit.text.java.format",1351553277289
executed,command,org.eclipse.jdt.ui,3.8.0.v20120524-1551,"org.eclipse.jdt.ui.edit.text.java.format",1351553277641
executed,command,org.eclipse.ui,3.103.0.v20120521-2329,"org.eclipse.ui.file.saveAll",1351553279362
deactivated,workbench,org.eclipse.ui.workbench,3.103.0.v20120530-1824,"",1351553283556
activated,workbench,org.eclipse.ui.workbench,3.103.0.v20120530-1824,"",1351553285296
started,bundle,org.eclipse.equinox.p2.garbagecollector,1.0.200.v20110808-1657,"org.eclipse.equinox.p2.garbagecollector",1351553293229
deactivated,workbench,org.eclipse.ui.workbench,3.103.0.v20120530-1824,"",1351553318142
activated,workbench,org.eclipse.ui.workbench,3.103.0.v20120530-1824,"",1351553453169
deactivated,workbench,org.eclipse.ui.workbench,3.103.0.v20120530-1824,"",1351553453659
activated,workbench,org.eclipse.ui.workbench,3.103.0.v20120530-1824,"",1351553774447
activated,editor,org.eclipse.jdt.ui,3.8.0.v20120524-1551,"org.eclipse.jdt.ui.CompilationUnitEditor",1351553786654
closed,editor,org.eclipse.jdt.ui,3.8.0.v20120524-1551,"org.eclipse.jdt.ui.CompilationUnitEditor",1351553786701
deactivated,workbench,org.eclipse.ui.workbench,3.103.0.v20120530-1824,"",1351553789163
activated,workbench,org.eclipse.ui.workbench,3.103.0.v20120530-1824,"",1351553811037
executed,command,org.eclipse.ui,3.103.0.v20120521-2329,"org.eclipse.ui.file.save",1351553836488
deactivated,workbench,org.eclipse.ui.workbench,3.103.0.v20120530-1824,"",1351553839653
activated,workbench,org.eclipse.ui.workbench,3.103.0.v20120530-1824,"",1351553841426
executed,command,org.eclipse.ui,3.103.0.v20120521-2329,"org.eclipse.ui.file.save",1351553874049
deactivated,workbench,org.eclipse.ui.workbench,3.103.0.v20120530-1824,"",1351553878057
activated,workbench,org.eclipse.ui.workbench,3.103.0.v20120530-1824,"",1351553879445
executed,command,org.eclipse.ui,3.103.0.v20120521-2329,"org.eclipse.ui.file.save",1351553899357
deactivated,workbench,org.eclipse.ui.workbench,3.103.0.v20120530-1824,"",1351553902139
activated,workbench,org.eclipse.ui.workbench,3.103.0.v20120530-1824,"",1351553905182
deactivated,workbench,org.eclipse.ui.workbench,3.103.0.v20120530-1824,"",1351553931342
